review_title,split_2_category,bert_topics,name_of_topic,x2,y2,z2,is_outlier
Easy to use. Simple stitching for self purpose.,Kitchen & Home Appliances,1,Product Quality Related,-2.2950008990626682,8.400640459904073,5.150949564987505,False
Time efficient..easy to use. ,Kitchen & Home Appliances,-1,General Review,2.070103158373977,-6.0606676226991745,-6.834165005990388,False
Nice coffee maker. ,Kitchen & Home Appliances,1,Product Quality Related,-1.8886924811595618,9.838585298151116,5.342015173205383,False
Decent value. ,Accessories & Peripherals,-1,General Review,1.56501638503587,-6.98726496632285,-6.284491523722155,False
Fantastic. ,Kitchen & Home Appliances,0,Good Review,-8.487197689243965,7.746892710238538,1.31880444029493,False
Good product. ,Accessories & Peripherals,1,Product Quality Related,-2.154772198954289,8.959454999781581,4.719932603897471,False
Good one. ,Wearable Technology,0,Good Review,-9.706674087888175,7.97496913372722,1.470259651578219,False
Very beautiful heater but costly and less useful. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.515084926506725,9.332848300076853,4.527324793607667,False
Exchange of the cable. ,Accessories & Peripherals,2,Electronics-Charging Related,-2.0269769056356886,-5.002394036055112,2.2014098786424743,False
Good hdd with a 1.5 tb storage.....really cool and fast. ,External Devices & Data Storage,-1,General Review,1.9240051613201499,-6.909748653053319,-7.320610355214791,False
Decent product.. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3141283130834327,8.989214489289052,5.021935764428597,False
Worth Buying For Daily Cleaning. ,Kitchen & Home Appliances,1,Product Quality Related,-2.687871011329017,8.82401758901088,4.313679206912706,False
Value of money. ,Kitchen & Home Appliances,1,Product Quality Related,-2.732807820346293,8.971473984216498,4.225781907260352,False
Good. ,Mobiles & Accessories,0,Good Review,-8.815338155426291,6.410401919482384,1.981520429872233,False
Worth. ,Accessories & Peripherals,1,Product Quality Related,-2.4923439903559785,8.734395925001287,4.72547080052179,False
Value for money. The candels are okay not quite good. For this thickness we need to change for every 2 months or sometimes even every one month,Kitchen & Home Appliances,1,Product Quality Related,-2.168655917212546,8.766140639184101,4.345313967325043,False
Most of the functions work. ,"Home Theater, TV, & Video",0,Good Review,-8.60652599601607,7.213502236638045,1.1015317689699415,False
Compact product. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.7598072961281677,8.13743410570153,4.9804396731796325,False
Works Good. Works good,General Purpose Batteries & Battery Chargers,0,Good Review,-9.233502094954627,8.555075238880798,2.4701301994380063,False
Fine product but could be better. ,Accessories & Peripherals,1,Product Quality Related,-1.8996826589752267,8.03158730545293,4.315676497436414,False
Best value for money. ,Kitchen & Home Appliances,1,Product Quality Related,-2.8710143765675786,8.755656974501312,4.207259634782344,False
Very Good prodat. ,Wearable Technology,0,Good Review,-8.751038663623572,7.687748564447135,2.4444326334827418,False
Amazing product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.2477439185186205,9.045233451257369,4.295365155696796,False
Good. ,Accessories & Peripherals,0,Good Review,-9.014529580185421,7.9563381886842155,1.86707255894521,False
Nice product. ,Accessories & Peripherals,1,Product Quality Related,-2.7765584103740575,9.384757147210978,5.403645492416153,False
Worth product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.498121250406265,9.065232319613184,4.495309700457311,False
Nice. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.933725103589634,7.063265887849973,1.8274500813582972,False
. Super,Accessories & Peripherals,0,Good Review,-9.169761265043505,7.105455235765966,1.0211964261992894,False
Loved it!. ,"Home Theater, TV, & Video",0,Good Review,-8.564470876013942,7.227943696752139,1.6592747700475365,False
Average quality.. ,Mobiles & Accessories,6,Average Review,4.256381309824806,-9.4788791528285,9.108596324598167,False
One among the good TVs in the market.. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.423154907847325,-4.117374107123947,-2.37220828477745,False
Love to Noise Brand. ,Wearable Technology,1,Product Quality Related,-2.1359927668974104,8.709592161907194,4.4140560349202715,False
Problem with connection.. ,Wearable Technology,-1,General Review,1.5723509944892382,-7.530644166304535,-6.860875614611394,False
Very gud n very easy make waffers I love it this produt. ,Kitchen & Home Appliances,1,Product Quality Related,-3.118913836320747,9.333380654029776,4.184222144792148,False
Ambiance sound capture. ,Accessories & Peripherals,1,Product Quality Related,-2.4021005567714457,8.753551685077458,4.658838304754667,False
Good. Nice,General Purpose Batteries & Battery Chargers,0,Good Review,-9.079115228194564,7.627623353352847,2.464831876795553,False
Nice product. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.2005423633322154,8.025628328147405,4.32112073403991,False
Works great. ,Power Accessories,0,Good Review,-8.770436042879862,7.359280483156963,2.217517866615675,False
. Holds good on walls but not in wood works .,Craft Materials,1,Product Quality Related,-1.8771439850226694,9.149327193028402,4.475128049779115,False
Best. Best wishes,Accessories,0,Good Review,-8.965719160896146,7.195900107072166,2.2396934960496866,False
Good product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.0952292522205105,9.362736009570998,4.509469423360965,False
Worst Experience turned great. ,Components,0,Good Review,-8.938376797065814,7.843943888763623,1.7517350266705602,False
Good item.. Liked most.easy to use.,Kitchen & Home Appliances,1,Product Quality Related,-3.4013295861031057,9.021653479874143,5.3104537611382145,False
Excellent cable. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.4567710935697527,-3.8461752057411585,2.5940222223736744,False
Value for money.. ,Kitchen & Home Appliances,1,Product Quality Related,-2.470949444696993,8.422851629886384,5.097380453510873,False
Best product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.305446376518308,9.513216950291012,5.026247639411937,False
Good product. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.476375674591631,8.830541768382224,4.299941088442185,False
Atif. Good,"Headphones, Earbuds, & Accessories",0,Good Review,-8.234419231652161,7.484336707517472,1.8832895413549937,False
Cannot extract small hair and takes lot of time. ,Kitchen & Home Appliances,-1,General Review,2.3048251577748395,-6.987577165268618,-7.271615079588869,False
Good quality. https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/61spXDbojZL._SY88.jpg,"Home Theater, TV, & Video",1,Product Quality Related,-2.6801608000325405,8.793227818859519,5.025418963714246,False
Nice product. ,Accessories & Peripherals,1,Product Quality Related,-2.1197746440447007,9.179660089487802,5.3905971612513275,False
Good tv and features in this budget.. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.633476948097984,-4.362272779284203,-2.604525452693821,False
Great Customer care experience..!!. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.1749714637127884,9.276032390739944,4.617644967863919,False
Will recommend for gaming too.. ,Accessories & Peripherals,4,Computer Accesories Related,6.721065152730608,-4.695789153075056,-6.444639143726048,False
Amazing. I bought it in 2019 and it almost last three years post heavy usage... Gonna buy it again! Very good quality,Accessories & Peripherals,-1,General Review,1.9919358579208355,-6.835869273309313,-6.58980294371647,False
All good. ,Cameras & Photography,0,Good Review,-8.751583341842835,7.500369581624092,2.122397807893635,False
Digital to Analogue converter. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.9650993943154327,9.65156077885408,4.4353925656556275,False
Small size is not good. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.545288688675234,9.326715435244903,5.655355276923096,False
Amazing. ,Kitchen & Home Appliances,0,Good Review,-8.628746689792893,7.2603197560671076,1.8515478068852076,False
Best. ,Kitchen & Home Appliances,0,Good Review,-8.497429161023904,6.395227965907451,1.9303484062856209,False
Very useful. Very useful,Home Medical Supplies & Equipment,1,Product Quality Related,-2.2579416176604825,8.87997224848227,5.307487446343859,False
Nice and compatible product. ,Networking Devices,1,Product Quality Related,-2.9593652261515055,8.954671461506509,4.637217454375606,False
Nice.. ,Accessories & Peripherals,0,Good Review,-9.365985774716789,7.231149103415232,2.300782780789543,False
Good. Built quality good,Mobiles & Accessories,1,Product Quality Related,-2.9160744912709067,9.22095385165757,4.320234607897995,False
overall is ok. ,Networking Devices,0,Good Review,-8.90414201985589,8.352866836798647,2.045987608469971,False
The Cable is small. ,Kitchen & Home Appliances,-1,General Review,1.66015220184694,-6.60991500365256,-6.926047201069156,False
gud one. ,Kitchen & Home Appliances,0,Good Review,-8.776313107197803,7.310421607412303,1.8049303264106697,False
Nice product. ,Kitchen & Home Appliances,1,Product Quality Related,-1.9537647154366349,7.950545585378572,3.808528174260524,False
Its ok product not too good not bad. ,Accessories & Peripherals,0,Good Review,-9.334583787711038,7.186447877866564,1.8737238884658591,False
Good product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.569148809757735,9.225392032570985,4.973168387276398,False
Good product...... ,Kitchen & Home Appliances,1,Product Quality Related,-3.039813229496654,9.388557485457307,5.148500874225765,False
Excellent👍💯. ,Wearable Technology,0,Good Review,-10.951738067014599,5.138577465655045,2.3185375677761795,True
Good. ,Accessories & Peripherals,0,Good Review,-8.890465815030893,6.834671791941925,2.307499606933131,False
Better than I expected!. ,Kitchen & Home Appliances,0,Good Review,-8.512782193386569,6.947357405671542,2.11616103692621,False
Good for winter. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.4080954200375957,8.581860797158363,4.886253079005807,False
Minimum electricity maximum heat.. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-3.17710929188011,9.720160901903409,4.143278343848452,False
Good. Works the purpose of OTG for samsung galaxy A7 tab,Mobiles & Accessories,-1,General Review,1.6466475203187938,-7.502278860560832,-6.63770561273769,False
Worked on iPhone 7 and didn’t work on XR. ,Accessories & Peripherals,0,Good Review,-8.339649862024176,6.45557184068236,1.3209124683639106,False
Value for moeny product. ,Mobiles & Accessories,1,Product Quality Related,-2.7271665170363137,8.796318493474741,4.799533281968929,False
Good and worth it. ,Accessories & Peripherals,1,Product Quality Related,-2.120468546983656,9.001902827943692,4.505592807073473,False
Nice. Value for money,Mobiles & Accessories,1,Product Quality Related,1.5289349993414012,9.937691434874498,-0.4906263417417751,True
Good 👍. ,Mobiles & Accessories,0,Good Review,-9.087469557876524,7.156265701894994,1.5069212829612457,False
Just okay. ,Accessories & Peripherals,0,Good Review,-8.79800078773439,7.401861017537776,1.6309511238181629,False
This is fast charging USB!. ,Accessories & Peripherals,2,Electronics-Charging Related,-0.5588700089017038,-3.8883805641219413,2.049398806369616,False
LED light is not there.. ,Kitchen & Home Appliances,7,Lighting Related,0.7022119222360907,6.4716084308019,-3.058451404996264,True
Good product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.9107007796780984,9.21840468403125,4.576638240200022,False
Good cable for car. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.0384623279922105,-4.425344627117433,2.2474943145319233,False
Good machine. ,Kitchen & Home Appliances,-1,General Review,1.8339644494219964,-6.800203845992753,-7.453855580139485,False
Fine product but could be better. ,Accessories & Peripherals,1,Product Quality Related,-2.276788819106356,8.64499282975396,4.099204993981568,False
sleek. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.27961083937208,8.312856641034847,5.472404698934158,False
Good product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.631019078447653,8.670943016125836,4.920002787991698,False
5 stas nahi diya kyuki capacity 477gb hi rahta hai. Ab mujhe computer ki jarurat nahi padti,Accessories,-1,General Review,3.7958702769348074,-11.4371671401098,-6.896119005785937,True
Above average phone. I purchased the 6/128gb variant.To sum  it up in to pros and cons.Pros :-1.Good design in terms of look of the phone and it's build quality.2. Screen quality is good with little boosted colour tone.3. The new processor is very smooth and responsive.4. Speaker quality is good without too much treble.5. Camera is ok for selfie and main camera performance is above average with less noise.6. Camera in front is small so notch is not distracting while playing video.Cons :-1.Main camera struggles after 3x zoom.And video call performance of front camera  is inferior to stock selfie photo.2. 18 watt charger took 1hr30 mins to charge 80% of the phone.So charging speed is not time saving for this big battery.,Mobiles & Accessories,1,Product Quality Related,-2.7727051533652927,9.473995458712592,4.358608266177747,False
Good for use. Fast and smooth,Accessories,1,Product Quality Related,-2.4372594555615263,8.880345219247877,5.429889777680414,False
Amazing. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.857233617687614,7.606623689680894,1.7973135245064686,False
Decent and durable fast charger. ,Mobiles & Accessories,2,Electronics-Charging Related,-1.79621200126239,-3.8036241931012533,1.5319111228991737,False
Happy with cookwell☺. ,Kitchen & Home Appliances,0,Good Review,-8.380673675589444,7.293749543858684,2.270569073884447,False
Working well👍. ,"Home Theater, TV, & Video",0,Good Review,-8.412500285425331,7.3713651830535305,2.3489796419496036,False
Could have been a bit better. product is so so... the plastic quality is not so good as per the price.it claims that it can be stuck in the metallic areas like fridge but the magnet is not working.,Kitchen & Home Appliances,-1,General Review,2.2206344678247047,-6.546058329331708,-6.696437561584572,False
Worked on iPhone 7 and didn’t work on XR. ,Accessories & Peripherals,0,Good Review,-9.448948501315108,7.300360952563589,2.3496941287195914,False
Good ✌️🤝❤️👏👍❤️❤️. Good,Kitchen & Home Appliances,0,Good Review,-8.43678479389801,4.080353294273916,5.181758794862886,True
Best suited for bachelors. ,Kitchen & Home Appliances,0,Good Review,-8.386699981621954,7.291356606015106,1.8361201619025542,False
It’s really long n sturdy no homo 🔥. ,Accessories & Peripherals,-1,General Review,2.327776648968354,-6.841178880374876,-7.065019708757964,False
VALUE FOR MONEY. ,Office Paper Products,1,Product Quality Related,-2.9261915727436056,9.525456859893588,4.535467934929383,False
Good quality product. ,Mobiles & Accessories,1,Product Quality Related,-2.4552037347248747,9.593077281939815,4.718500746832731,False
best buy of this cable. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.0139936174893298,-4.062204313881074,1.6972724658773806,False
The Blue color is worst. BUY RED ONE. ,Wearable Technology,1,Product Quality Related,-0.7526872404770126,9.261138096024593,7.836319961424155,True
Amazing product.. I'm very glad after got it..Now I can use my watch confidently..Thank you Amazon... ,Mobiles & Accessories,3,Smart Devices Related,-6.72085440672258,-4.430479745347686,-2.876706165126156,False
Small and thin wire. https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/618k+pbSNxL._SY88.jpg,Kitchen & Home Appliances,1,Product Quality Related,-3.503042254687076,8.836085119638012,5.221232627075182,False
good. good to work,Networking Devices,-1,General Review,1.6241174329923278,-6.562164014359128,-7.000253788511398,False
Cover is perfect size wise and it's exactly same as shown in picture.u can go for it.. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.532037553623293,-4.558763335996464,-2.9798821601678176,False
Quite simple to use. Really worth for beginners.,Kitchen & Home Appliances,1,Product Quality Related,-8.31023252637543,5.392098633259199,1.4281445971965994,True
Good but i don't recommend. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.2361483284698918,9.408015087588955,4.554283298537897,False
Good. ,"Heating, Cooling, & Air Quality",0,Good Review,-7.9144386544735355,7.0579641500800365,2.4891414006176302,False
Wow. The first pet hair remover that actually works.. ,Kitchen & Home Appliances,-1,General Review,2.6216131070558184,-7.134723184851796,-7.092508375276673,False
Very good n useful product... ,Mobiles & Accessories,1,Product Quality Related,-2.287046896329987,8.765137929629008,4.441491217697513,False
Super picture quality and sound quality. Good quality,"Home Theater, TV, & Video",1,Product Quality Related,-2.5764435813028674,9.582487827394264,4.411580318728311,False
Superb. ,Kitchen & Home Appliances,0,Good Review,-8.700880320821923,7.172901855089797,1.7402159403322632,False
